id,created,superceded_id,valid,classification_system,cell_type,pt_supervoxel_id,pt_root_id,pt_position
682,2023-11-15 18:40:09.326293+00:00,,t,local,11B,73117935765648174,648518346488307742,[ 32488 143672    467]
492,2023-11-15 18:40:09.211333+00:00,,t,local,3B,72343124403646523,648518346483950741,[  8824 121616   1850]
561,2023-11-15 18:40:09.253250+00:00,,t,local,7B,72765543765347156,648518346487354259,[ 21888 128432   3249]
562,2023-11-15 18:40:09.253828+00:00,,t,local_intersegmental,19B,73470741357993327,648518346493195840,[ 41712 172864    115]
563,2023-11-15 18:40:09.254422+00:00,,t,local,3B,72272755525243071,648518346482857125,[  6936 122184   1574]
565,2023-11-15 18:40:09.255615+00:00,,t,local,19B,72835498917603794,648518346486676988,[ 23616 115440    870]
566,2023-11-15 18:40:09.256202+00:00,,t,local,17A,72695242398116806,648518346500448984,[ 19728 129160    654]
567,2023-11-15 18:40:09.256832+00:00,,t,local,uk,73259979125495246,648518346466672750,[ 36536 182408    862]
568,2023-11-15 18:40:09.257439+00:00,,t,local,19B,73329041998211047,648518346494543927,[ 36896 144176    457]
631,2023-11-15 18:40:09.295276+00:00,,t,local,6B,73258537492830881,648518346501217948,[ 35528 139288   3660]
571,2023-11-15 18:40:09.259218+00:00,,t,mn,uk,72554162520753862,648518346486710961,[ 14528 119848   3036]
572,2023-11-15 18:40:09.259926+00:00,,t,local,0A,73117594047495673,648518346483237284,[ 32424 134520   4063]
510,2023-11-15 18:40:09.222233+00:00,,t,local,6B,73258400120887304,648518346514471979,[ 36336 135768   3742]
615,2023-11-15 18:40:09.285604+00:00,,t,local,3B,72413424830969876,648518346474540141,[ 10904 120700   2675]
576,2023-11-15 18:40:09.262316+00:00,,t,local_intersegmental,6B,73752698377729474,648518346489312089,[ 50416 187352   2048]
577,2023-11-15 18:40:09.262910+00:00,,t,local,6B,73188031376878421,648518346490376458,[ 34664 136192   3829]
578,2023-11-15 18:40:09.263520+00:00,,t,local_intersegmental,18B,73822035524454783,648518346494089463,[ 51560 155776    515]
579,2023-11-15 18:40:09.264114+00:00,,t,local,6B,73682192395509699,648518346496258167,[ 48880 184072   2318]
580,2023-11-15 18:40:09.264710+00:00,,t,local,19B,73258810760247436,648518346489713715,[ 35504 148848    631]
581,2023-11-15 18:40:09.265309+00:00,,t,local,3B,73892267567769327,648518346512196398,[ 54504 152648   1892]
582,2023-11-15 18:40:09.265920+00:00,,t,local,6A,72907174405319318,648518346496660269,[ 24784 155448   2826]
583,2023-11-15 18:40:09.266505+00:00,,t,local_intersegmental,uk,73048529094117708,648518346515217479,[ 30184 172936    442]
611,2023-11-15 18:40:09.283274+00:00,,t,local,uk,72554573629677130,648518346500172287,[ 15616 131320    748]
585,2023-11-15 18:40:09.267831+00:00,,t,local,11A,73962498537573302,648518346491141921,[ 56928 148128   1273]
646,2023-11-15 18:40:09.304227+00:00,,t,local,19B,73188442015947846,648518346492659651,[ 34552 148120    563]
587,2023-11-15 18:40:09.269026+00:00,,t,local,19B,73188441948683818,648518346496601602,[ 34432 147752    446]
588,2023-11-15 18:40:09.269609+00:00,,t,local_intersegmental,18B,73962910451721540,648518346486514052,[ 55984 160344    503]
589,2023-11-15 18:40:09.270194+00:00,,t,local,3B,72413493550353653,648518346479159759,[ 10800 121704   2617]
590,2023-11-15 18:40:09.270767+00:00,,t,local_intersegmental,18B,72413767891374244,648518346502860531,[ 11992 129728   1557]
591,2023-11-15 18:40:09.271354+00:00,,t,local,6B,73258468773545156,648518346484220199,[ 36040 137696   3717]
592,2023-11-15 18:40:09.271932+00:00,,t,local,19B,73329042132115343,648518346494010144,[ 37584 144488    652]
593,2023-11-15 18:40:09.272508+00:00,,t,local,19B,73750223939497892,648518346492652987,[ 50928 114664   1011]
594,2023-11-15 18:40:09.273090+00:00,,t,local,0A,73117593913154402,648518346480952410,[ 31768 134576   3795]
595,2023-11-15 18:40:09.273668+00:00,,t,local,3B,73821898957786178,648518346495354447,[ 52288 152720   2093]
596,2023-11-15 18:40:09.274257+00:00,,t,local,17A,72624804934748096,648518346489443269,[ 18296 128864    680]
597,2023-11-15 18:40:09.274956+00:00,,t,local,0A,73047225235994405,648518346483164580,[ 29552 133360   3889]
599,2023-11-15 18:40:09.276147+00:00,,t,local,19B,73469848206034195,648518346470397694,[ 42656 147328    471]
624,2023-11-15 18:40:09.291095+00:00,,t,local_intersegmental,uk,73049010398592665,648518346473357412,[ 29840 186728    921]
604,2023-11-15 18:40:09.279064+00:00,,t,local,5B,73117731352067360,648518346495340879,[ 31384 137984   3767]
508,2023-11-15 18:40:09.220925+00:00,,t,local_intersegmental,uk,73119379075919433,648518346524371717,[ 32256 186952    814]
606,2023-11-15 18:40:09.280243+00:00,,t,local,17A,72343192787352335,648518346509531523,[  8536 123832   1169]
607,2023-11-15 18:40:09.280813+00:00,,t,ascending,uk,72907379490173065,648518346486971619,[ 24792 159840    790]
564,2023-11-15 18:40:09.255031+00:00,,t,local,3B,72554848775835139,648518346487024380,[ 14496 139288   1169]
609,2023-11-15 18:40:09.281988+00:00,,t,local,6A,73610793597688946,648518346486808803,[ 45928 153112   3792]
610,2023-11-15 18:40:09.282685+00:00,,t,local,19B,73258741973473386,648518346491785583,[ 35992 147136    454]
613,2023-11-15 18:40:09.284445+00:00,,t,local_intersegmental,6B,73823135975106258,648518346509504131,[ 51872 188800   2190]
616,2023-11-15 18:40:09.286203+00:00,,t,local,3B,72625561117277991,648518346488558520,[ 18152 150128   1246]
617,2023-11-15 18:40:09.286778+00:00,,t,local,17A,72765336264673757,648518346512165934,[ 21416 121824    724]
601,2023-11-15 18:40:09.277324+00:00,,t,local,1A,72272824110647529,648518346478290389,[  7016 123136   1401]
619,2023-11-15 18:40:09.287990+00:00,,t,local,19B,73258810692896738,648518346499962623,[ 36448 148240    459]
620,2023-11-15 18:40:09.288586+00:00,,t,local,11A,72836735800862713,648518346479824884,[ 23992 152496    749]
621,2023-11-15 18:40:09.289219+00:00,,t,local_intersegmental,18B,74033348049437925,648518346491962898,[ 58784 162768    674]
622,2023-11-15 18:40:09.289790+00:00,,t,local,6B,73328700212846564,648518346494213096,[ 37216 133232   3939]
623,2023-11-15 18:40:09.290509+00:00,,t,local,8B,72554231441914548,648518346483168844,[ 16136 121880   3450]
625,2023-11-15 18:40:09.291680+00:00,,t,local,19B,73188510735386475,648518346526162391,[ 34736 149848    580]
626,2023-11-15 18:40:09.292295+00:00,,t,local,12A,73610862115740345,648518346474106221,[ 45560 154656   3436]
627,2023-11-15 18:40:09.292891+00:00,,t,local,6A,72624462545394008,648518346502367143,[ 17160 117592   3037]
628,2023-11-15 18:40:09.293499+00:00,,t,local,0A,73117662766872017,648518346492900784,[ 32272 136648   4054]
629,2023-11-15 18:40:09.294084+00:00,,t,local,12A,72766780514731911,648518346489741875,[ 21160 164056   2951]
630,2023-11-15 18:40:09.294688+00:00,,t,local,5B,73188237401002277,648518346486164384,[ 33624 143328   3521]
632,2023-11-15 18:40:09.295843+00:00,,t,local,11B,73891854781066066,648518346499721612,[ 54968 141112    942]
633,2023-11-15 18:40:09.296435+00:00,,t,local,7B,74033898878957756,648518346515340359,[ 58264 178960   2765]
634,2023-11-15 18:40:09.297027+00:00,,t,local,6B,73682260914027780,648518346524103685,[ 48168 184800   2025]
635,2023-11-15 18:40:09.297600+00:00,,t,local,12A,72907449015030431,648518346486560737,[ 25280 162760   2389]
637,2023-11-15 18:40:09.298896+00:00,,t,local_intersegmental,11A,73118279363078083,648518346478782292,[ 31504 153760    479]
638,2023-11-15 18:40:09.299475+00:00,,t,local,3B,72483793709423888,648518346483185228,[ 12464 119760   2924]
639,2023-11-15 18:40:09.300072+00:00,,t,local,19B,73821692061057378,648518346494550071,[ 51768 146208    735]
640,2023-11-15 18:40:09.300653+00:00,,t,ascending,uk,73470742700090361,648518346513921305,[ 42440 173048   2615]
641,2023-11-15 18:40:09.301261+00:00,,t,local,3B,72343124604992917,648518346491640593,[  9904 122448   2231]
642,2023-11-15 18:40:09.301837+00:00,,t,local_intersegmental,3A,72837149124459002,648518346459591428,[ 23744 164064   2647]
643,2023-11-15 18:40:09.302436+00:00,,t,local,12A,72837011685585804,648518346480748253,[ 24216 160992   2600]
644,2023-11-15 18:40:09.303025+00:00,,t,local,8A,72343262043742904,648518346498502640,[  9552 126264   2197]
645,2023-11-15 18:40:09.303627+00:00,,t,local,12A,73610793262208787,648518346484160039,[ 45408 152616   3206]
690,2023-11-15 18:40:09.331288+00:00,,t,local,12A,72837149325601894,648518346483473484,[ 22728 164120   2964]
647,2023-11-15 18:40:09.304795+00:00,,t,local,17A,72906005033641807,648518346512641438,[ 24856 120672    682]
505,2023-11-15 18:40:09.219154+00:00,,t,local,6B,73682260981036145,648518346502591143,[ 48608 185680   2110]
649,2023-11-15 18:40:09.306135+00:00,,t,local,6B,73118143467752363,648518346478897872,[ 30760 149584   3454]
650,2023-11-15 18:40:09.306718+00:00,,t,local_intersegmental,6A,73682260578519716,648518346499756755,[ 48608 184336   1380]
574,2023-11-15 18:40:09.261096+00:00,,t,local,23B,72694898868259006,648518346473237604,[ 19192 119392    868]
677,2023-11-15 18:40:09.323306+00:00,,t,local,11A,72977542008549607,648518346492938780,[ 27624 153800    652]
678,2023-11-15 18:40:09.323901+00:00,,t,local,19B,73258879546320795,648518346504760454,[ 36104 149872    652]
679,2023-11-15 18:40:09.324477+00:00,,t,local,19B,73681023224839112,648518346509978918,[ 47392 148688    546]
680,2023-11-15 18:40:09.325057+00:00,,t,local_intersegmental,23B,72765267612377595,648518346493160000,[ 20888 120424    824]
681,2023-11-15 18:40:09.325689+00:00,,t,local_intersegmental,8B,73891306434691683,648518346486785177,[ 53472 123744   3689]
603,2023-11-15 18:40:09.278480+00:00,,t,local_intersegmental,hlx16,72908411423498301,648518346497907958,[ 25528 191928   3079]
683,2023-11-15 18:40:09.326902+00:00,,t,local,7B,73680475281134292,648518346496105484,[ 47152 132360   3981]
684,2023-11-15 18:40:09.327546+00:00,,t,local,3B,72413425233403027,648518346494074681,[ 10688 120264   3346]
685,2023-11-15 18:40:09.328150+00:00,,t,local_intersegmental,19B,73258879412398673,648518346495238070,[ 34816 151256    460]
686,2023-11-15 18:40:09.328901+00:00,,t,local,8B,73891306367505568,648518346490045905,[ 55176 124128   3523]
688,2023-11-15 18:40:09.330071+00:00,,t,local,6B,73752629591041862,648518346517261093,[ 49224 185088   1892]
518,2023-11-15 18:40:09.226974+00:00,,t,local,3B,72484342391391920,648518346474543725,[ 14328 136040    884]
605,2023-11-15 18:40:09.279650+00:00,,t,local,11B,72484273672024181,648518346489921295,[ 14000 134944    829]
586,2023-11-15 18:40:09.268437+00:00,,t,local_intersegmental,5B,73047293955485800,648518346489661273,[ 30168 136456   3872]
497,2023-11-15 18:40:09.214439+00:00,,t,local_intersegmental,uk,74031767971343107,648518346496339468,[ 57496 115936   1592]
602,2023-11-15 18:40:09.277903+00:00,,t,local_intersegmental,5B,72977062650383191,648518346517729060,[ 28328 140464   3947]
559,2023-11-15 18:40:09.252065+00:00,,t,local,3B,72483793843600472,648518346480221669,[ 12304 119512   3131]
570,2023-11-15 18:40:09.258625+00:00,,t,local,17A,72272892695532205,648518346501400205,[  7800 125232   1054]
676,2023-11-15 18:40:09.322696+00:00,,t,local,8B,72624600185871139,648518346501420822,[ 18160 121928   3447]
573,2023-11-15 18:40:09.260504+00:00,,t,local_intersegmental,17A,72766985867433995,648518346486605984,[ 21104 170928   1294]
608,2023-11-15 18:40:09.281405+00:00,,t,local,6B,73258262681949279,648518346524373765,[ 35580 132732   3757]
618,2023-11-15 18:40:09.287400+00:00,,t,local,6A,72836874313905076,648518346515491911,[ 23408 156976   2809]
532,2023-11-15 18:40:09.235440+00:00,,t,local,12A,72766780581781895,648518346497030402,[ 22128 164696   3014]
687,2023-11-15 18:40:09.329490+00:00,,t,local,3B,72836873776558794,648518346498597425,[ 24176 155976   1674]
689,2023-11-15 18:40:09.330681+00:00,,t,local_intersegmental,19B,73400372680524626,648518346526521815,[ 39112 172968    140]
636,2023-11-15 18:40:09.298317+00:00,,t,local_intersegmental,1A,73538431116250120,648518346479995030,[43192 93912  2117]
531,2023-11-15 18:40:09.234834+00:00,,t,local,17A,72835911100115756,648518346496325834,[ 24440 127712    528]
614,2023-11-15 18:40:09.285028+00:00,,t,local,6A,73470055773906622,648518346487801258,[ 42832 153288   3198]
560,2023-11-15 18:40:09.252645+00:00,,t,local,uk,73189747820321020,648518346477936279,[ 33304 186576    882]
584,2023-11-15 18:40:09.267120+00:00,,t,ascending,uk,73610723200540435,648518346507543839,[ 45408 150224    569]
652,2023-11-15 18:40:09.307951+00:00,,t,ascending,uk,72976787638073223,648518346505080454,[ 28104 131744   3606]
575,2023-11-15 18:40:09.261720+00:00,,t,ascending,uk,74172849191397499,648518346510016969,[ 62296 126320   1914]
491,2023-11-15 18:40:09.210736+00:00,,t,ascending,uk,73116631773407133,648518346483126181,[ 32536 105296   3699]
558,2023-11-15 18:40:09.251356+00:00,,t,local,19B,73329248290828269,648518346487726995,[ 37192 150416    713]
817,2023-11-15 18:40:09.406624+00:00,,t,local_intersegmental,3B,72907242521032522,648518346494857527,[ 24840 156864   1706]
816,2023-11-15 18:40:09.406039+00:00,,t,local,11B,72836392136498134,648518346517766692,[ 22560 142952    624]
